sid,title,group_name,datelocation,year,month,mid,name,year:1,nbr_sessions,instruments
R107859,,,"New York, May 1, 2 & 3, 1961",1961,May,9763,Duke Ellington,NaN,1172,
R108207,Spotlight On Jacy Parker,,"New York, 1961",1961,,118354,Jacy Parker,1961,1,"p,vcl"
R108207,Spotlight On Jacy Parker,,"New York, 1961",1961,,17828,Sticks Evans,NaN,51,d
R108207,Spotlight On Jacy Parker,,"New York, 1961",1961,,2482,Ernie Royal,NaN,689,tp
R108207,Spotlight On Jacy Parker,,"New York, 1961",1961,,73210,Don Cinderella,NaN,3,b
R108829,P.S. - Tony Pastor Plays And Sings Shaw,Tony Pastor And His Orchestra,"New York, January, 1959",1959,January,1671,Billy Bauer,NaN,247,g
R108829,P.S. - Tony Pastor Plays And Sings Shaw,Tony Pastor And His Orchestra,"New York, January, 1959",1959,January,20206,Al Stewart,NaN,63,tp
R108829,P.S. - Tony Pastor Plays And Sings Shaw,Tony Pastor And His Orchestra,"New York, January, 1959",1959,January,2350,George Duvivier,NaN,809,b
R108829,P.S. - Tony Pastor Plays And Sings Shaw,Tony Pastor And His Orchestra,"New York, January, 1959",1959,January,2482,Ernie Royal,NaN,689,
R108829,P.S. - Tony Pastor Plays And Sings Shaw,Tony Pastor And His Orchestra,"New York, January, 1959",1959,January,2484,Danny Bank,NaN,418,bar
R108829,P.S. - Tony Pastor Plays And Sings Shaw,Tony Pastor And His Orchestra,"New York, January, 1959",1959,January,28649,Sam Donahue,NaN,160,
R108829,P.S. - Tony Pastor Plays And Sings Shaw,Tony Pastor And His Orchestra,"New York, January, 1959",1959,January,3418,Nat Pierce,NaN,358,"p,arr"
R108829,P.S. - Tony Pastor Plays And Sings Shaw,Tony Pastor And His Orchestra,"New York, January, 1959",1959,January,3436,Chauncey Welsch,NaN,234,tb
R108829,P.S. - Tony Pastor Plays And Sings Shaw,Tony Pastor And His Orchestra,"New York, January, 1959",1959,January,4575,Al Cohn,NaN,601,"ts,arr"
R108829,P.S. - Tony Pastor Plays And Sings Shaw,Tony Pastor And His Orchestra,"New York, January, 1959",1959,January,4583,Sam Marowitz,NaN,396,as
R108829,P.S. - Tony Pastor Plays And Sings Shaw,Tony Pastor And His Orchestra,"New York, January, 1959",1959,January,4597,Don Lamond,NaN,552,d
R108829,P.S. - Tony Pastor Plays And Sings Shaw,Tony Pastor And His Orchestra,"New York, January, 1959",1959,January,4608,Al DeRisi,NaN,126,
R108829,P.S. - Tony Pastor Plays And Sings Shaw,Tony Pastor And His Orchestra,"New York, January, 1959",1959,January,4609,Jim Dahl,NaN,99,
R108829,P.S. - Tony Pastor Plays And Sings Shaw,Tony Pastor And His Orchestra,"New York, January, 1959",1959,January,4639,Frank Rehak,NaN,292,
R108829,P.S. - Tony Pastor Plays And Sings Shaw,Tony Pastor And His Orchestra,"New York, January, 1959",1959,January,4649,Walt Levinsky,NaN,151,"cl,as"
R108829,P.S. - Tony Pastor Plays And Sings Shaw,Tony Pastor And His Orchestra,"New York, January, 1959",1959,January,46511,Sid Feller,NaN,48,arr
R108829,P.S. - Tony Pastor Plays And Sings Shaw,Tony Pastor And His Orchestra,"New York, January, 1959",1959,January,478,Tony Pastor,NaN,224,"ts,cl,vcl"
R108829,P.S. - Tony Pastor Plays And Sings Shaw,Tony Pastor And His Orchestra,"New York, January, 1959",1959,January,87731,Vito Price,NaN,12,ts
R108830,,,"New York, January 20, 1959",1959,January,4597,Don Lamond,NaN,552,
R108830,,,"New York, January 20, 1959",1959,January,4639,Frank Rehak,NaN,292,
R108830,,,"New York, January 20, 1959",1959,January,4660,Eddie Bert,NaN,339,tb
R108830,,,"New York, January 20, 1959",1959,January,6901,Mickey Sheen,NaN,24,
R109224,Cecil Payne Performing Charlie Parker Music,,"New York, March, 1961",1961,March,2476,Cecil Payne,NaN,193,bar
R109224,Cecil Payne Performing Charlie Parker Music,,"New York, March, 1961",1961,March,2516,Charlie Persip,NaN,235,d
R109224,Cecil Payne Performing Charlie Parker Music,,"New York, March, 1961",1961,March,38,Clark Terry,NaN,918,tp
R109224,Cecil Payne Performing Charlie Parker Music,,"New York, March, 1961",1961,March,8994,Duke Jordan,NaN,182,p
R109224,Cecil Payne Performing Charlie Parker Music,,"New York, March, 1961",1961,March,9,Ron Carter,NaN,1138,b
R109225,The Connection,,"New York, March 14, 15 & 16, 1962",1962,March,2476,Cecil Payne,NaN,193,bar
R109225,The Connection,,"New York, March 14, 15 & 16, 1962",1962,March,2516,Charlie Persip,NaN,235,d
R109225,The Connection,,"New York, March 14, 15 & 16, 1962",1962,March,38,Clark Terry,NaN,918,tp
R109225,The Connection,,"New York, March 14, 15 & 16, 1962",1962,March,8994,Duke Jordan,NaN,182,p
R109225,The Connection,,"New York, March 14, 15 & 16, 1962",1962,March,8997,Bennie Green,NaN,102,tb
R109225,The Connection,,"New York, March 14, 15 & 16, 1962",1962,March,9,Ron Carter,NaN,1138,b
R109226,,,"New York, mid March, 1962",1962,March,119200,Phil Brown,1962,1,vcl
R109226,,,"New York, mid March, 1962",1962,March,2476,Cecil Payne,NaN,193,bar
R109226,,,"New York, mid March, 1962",1962,March,2516,Charlie Persip,NaN,235,d
R109226,,,"New York, mid March, 1962",1962,March,38,Clark Terry,NaN,918,tp
R109226,,,"New York, mid March, 1962",1962,March,8994,Duke Jordan,NaN,182,p
R109226,,,"New York, mid March, 1962",1962,March,8997,Bennie Green,NaN,102,tb
R109226,,,"New York, mid March, 1962",1962,March,9,Ron Carter,NaN,1138,b
R109235,After The Lights Go Down Low,,"New York, September 17 & 18, 1963",1963,September,119201,Freda Payne,NaN,7,vcl
R109235,After The Lights Go Down Low,,"New York, September 17 & 18, 1963",1963,September,2349,Hank Jones,NaN,1028,p
R109235,After The Lights Go Down Low,,"New York, September 17 & 18, 1963",1963,September,2363,Zoot Sims,NaN,551,
R109235,After The Lights Go Down Low,,"New York, September 17 & 18, 1963",1963,September,2482,Ernie Royal,NaN,689,
R109235,After The Lights Go Down Low,,"New York, September 17 & 18, 1963",1963,September,2518,Nick Travis,NaN,351,
R109235,After The Lights Go Down Low,,"New York, September 17 & 18, 1963",1963,September,2520,Bob Brookmeyer,NaN,369,v-tb
R109235,After The Lights Go Down Low,,"New York, September 17 & 18, 1963",1963,September,2535,Jimmy Nottingham,NaN,235,
R109235,After The Lights Go Down Low,,"New York, September 17 & 18, 1963",1963,September,40,Phil Woods,NaN,646,as
R109235,After The Lights Go Down Low,,"New York, September 17 & 18, 1963",1963,September,4576,Sol Schlinger,NaN,227,bar
R109235,After The Lights Go Down Low,,"New York, September 17 & 18, 1963",1963,September,4577,Manny Albam,NaN,217,"arr,cond"
R109235,After The Lights Go Down Low,,"New York, September 17 & 18, 1963",1963,September,4596,Gus Johnson,NaN,315,d
R109235,After The Lights Go Down Low,,"New York, September 17 & 18, 1963",1963,September,4608,Al DeRisi,NaN,126,tp
R109235,After The Lights Go Down Low,,"New York, September 17 & 18, 1963",1963,September,4653,Alan Raph,NaN,129,
R109235,After The Lights Go Down Low,,"New York, September 17 & 18, 1963",1963,September,4685,Art Davis,NaN,149,b
R109235,After The Lights Go Down Low,,"New York, September 17 & 18, 1963",1963,September,772,Seldon Powell,NaN,352,ts
R109235,After The Lights Go Down Low,,"New York, September 17 & 18, 1963",1963,September,9559,Quentin Jackson,NaN,422,tb
R109779,Art Pepper Meets The Rhythm Section,,"Los Angeles, January 19, 1957",1957,January,15962,Art Pepper,NaN,258,as
R109779,Art Pepper Meets The Rhythm Section,,"Los Angeles, January 19, 1957",1957,January,2360,Paul Chambers,NaN,346,b
R109779,Art Pepper Meets The Rhythm Section,,"Los Angeles, January 19, 1957",1957,January,2495,Philly Joe Jones,NaN,250,d
R109779,Art Pepper Meets The Rhythm Section,,"Los Angeles, January 19, 1957",1957,January,6384,Red Garland,NaN,94,p
R109787,Gettin' Together,,"Los Angeles, February 29, 1960",1960,February,10,Jimmy Cobb,NaN,339,d
R109787,Gettin' Together,,"Los Angeles, February 29, 1960",1960,February,15962,Art Pepper,NaN,258,"as,ts-2"
R109787,Gettin' Together,,"Los Angeles, February 29, 1960",1960,February,2352,Wynton Kelly,NaN,261,p
R109787,Gettin' Together,,"Los Angeles, February 29, 1960",1960,February,2360,Paul Chambers,NaN,346,b
R109787,Gettin' Together,,"Los Angeles, February 29, 1960",1960,February,4368,Conte Candoli,NaN,586,tp-1
R80610,,,"Broadcast, Berlin, Germany, September 29, 1958",1958,September,2363,Zoot Sims,NaN,551,ts
R80610,,,"Broadcast, Berlin, Germany, September 29, 1958",1958,September,2474,Kenny Clarke,NaN,513,d
R80610,,,"Broadcast, Berlin, Germany, September 29, 1958",1958,September,2479,J.J. Johnson,NaN,368,
R80610,,,"Broadcast, Berlin, Germany, September 29, 1958",1958,September,4268,Oscar Pettiford,NaN,400,b
R80610,,,"Broadcast, Berlin, Germany, September 29, 1958",1958,September,5289,Kai Winding,NaN,359,tb
R80610,,,"Broadcast, Berlin, Germany, September 29, 1958",1958,September,6382,Lee Konitz,NaN,541,as
R80610,,,"Broadcast, Berlin, Germany, September 29, 1958",1958,September,6384,Red Garland,NaN,94,p
R80614,You And Lee,Lee Konitz Tentet,"New York, October 29, 1959",1959,October,16210,Jimmy Giuffre,NaN,291,"arr,cond"
R80614,You And Lee,Lee Konitz Tentet,"New York, October 29, 1959",1959,October,20529,Marky Markowitz,NaN,200,
R80614,You And Lee,Lee Konitz Tentet,"New York, October 29, 1959",1959,October,21,Roy Haynes,NaN,409,d
R80614,You And Lee,Lee Konitz Tentet,"New York, October 29, 1959",1959,October,2482,Ernie Royal,NaN,689,
R80614,You And Lee,Lee Konitz Tentet,"New York, October 29, 1959",1959,October,2494,Bill Evans,NaN,317,p
R80614,You And Lee,Lee Konitz Tentet,"New York, October 29, 1959",1959,October,2520,Bob Brookmeyer,NaN,369,
R80614,You And Lee,Lee Konitz Tentet,"New York, October 29, 1959",1959,October,34190,Phil Sunkel,NaN,34,tp
R80614,You And Lee,Lee Konitz Tentet,"New York, October 29, 1959",1959,October,4574,Billy Byers,NaN,297,tb
R80614,You And Lee,Lee Konitz Tentet,"New York, October 29, 1959",1959,October,4660,Eddie Bert,NaN,339,
R80614,You And Lee,Lee Konitz Tentet,"New York, October 29, 1959",1959,October,6382,Lee Konitz,NaN,541,as
R80614,You And Lee,Lee Konitz Tentet,"New York, October 29, 1959",1959,October,77172,Sonny Dallas,NaN,18,b
R110005,From My Heart,Tony Perkins With Urbie Green And His Orchestra,"New York, February 24, 1958",1958,February,119734,Tony Perkins,NaN,6,vcl
R110005,From My Heart,Tony Perkins With Urbie Green And His Orchestra,"New York, February 24, 1958",1958,February,119735,R. Hafer,1958,1,
R110005,From My Heart,Tony Perkins With Urbie Green And His Orchestra,"New York, February 24, 1958",1958,February,119736,L. Graeler,1958,4,
R110005,From My Heart,Tony Perkins With Urbie Green And His Orchestra,"New York, February 24, 1958",1958,February,119737,A. Granick,1958,1,viola
R110005,From My Heart,Tony Perkins With Urbie Green And His Orchestra,"New York, February 24, 1958",1958,February,1354,Urbie Green,NaN,608,ldr
R110005,From My Heart,Tony Perkins With Urbie Green And His Orchestra,"New York, February 24, 1958",1958,February,1672,Milt Hinton,NaN,1210,b
R110005,From My Heart,Tony Perkins With Urbie Green And His Orchestra,"New York, February 24, 1958",1958,February,17398,David Nadien,NaN,182,vln
R110005,From My Heart,Tony Perkins With Urbie Green And His Orchestra,"New York, February 24, 1958",1958,February,2349,Hank Jones,NaN,1028,p
R110005,From My Heart,Tony Perkins With Urbie Green And His Orchestra,"New York, February 24, 1958",1958,February,2497,Barry Galbraith,NaN,600,g
R110005,From My Heart,Tony Perkins With Urbie Green And His Orchestra,"New York, February 24, 1958",1958,February,2499,Gene Orloff,NaN,227,
R110005,From My Heart,Tony Perkins With Urbie Green And His Orchestra,"New York, February 24, 1958",1958,February,2518,Nick Travis,NaN,351,
R110005,From My Heart,Tony Perkins With Urbie Green And His Orchestra,"New York, February 24, 1958",1958,February,2534,Jimmy Maxwell,NaN,322,tp
R110005,From My Heart,Tony Perkins With Urbie Green And His Orchestra,"New York, February 24, 1958",1958,February,25462,Sol Shapiro,NaN,36,
R110005,From My Heart,Tony Perkins With Urbie Green And His Orchestra,"New York, February 24, 1958",1958,February,2642,Charles McCracken,NaN,215,cello
R110005,From My Heart,Tony Perkins With Urbie Green And His Orchestra,"New York, February 24, 1958",1958,February,2643,Alan Shulman,NaN,83,
R110005,From My Heart,Tony Perkins With Urbie Green And His Orchestra,"New York, February 24, 1958",1958,February,3436,Chauncey Welsch,NaN,234,
R110005,From My Heart,Tony Perkins With Urbie Green And His Orchestra,"New York, February 24, 1958",1958,February,4273,Doc Severinsen,NaN,245,
R110005,From My Heart,Tony Perkins With Urbie Green And His Orchestra,"New York, February 24, 1958",1958,February,4575,Al Cohn,NaN,601,"arr,cond"
R110005,From My Heart,Tony Perkins With Urbie Green And His Orchestra,"New York, February 24, 1958",1958,February,4576,Sol Schlinger,NaN,227,saxes
R110005,From My Heart,Tony Perkins With Urbie Green And His Orchestra,"New York, February 24, 1958",1958,February,4578,Hal McKusick,NaN,233,
R110005,From My Heart,Tony Perkins With Urbie Green And His Orchestra,"New York, February 24, 1958",1958,February,4580,Bernie Glow,NaN,460,
R110005,From My Heart,Tony Perkins With Urbie Green And His Orchestra,"New York, February 24, 1958",1958,February,4581,Tom Mitchell,NaN,202,tb
R110005,From My Heart,Tony Perkins With Urbie Green And His Orchestra,"New York, February 24, 1958",1958,February,4597,Don Lamond,NaN,552,d
R110005,From My Heart,Tony Perkins With Urbie Green And His Orchestra,"New York, February 24, 1958",1958,February,4610,Gene Quill,NaN,161,
R110005,From My Heart,Tony Perkins With Urbie Green And His Orchestra,"New York, February 24, 1958",1958,February,4618,Raoul Poliakin,NaN,50,
R110005,From My Heart,Tony Perkins With Urbie Green And His Orchestra,"New York, February 24, 1958",1958,February,4626,Julius Held,NaN,32,
R110005,From My Heart,Tony Perkins With Urbie Green And His Orchestra,"New York, February 24, 1958",1958,February,4639,Frank Rehak,NaN,292,
R110005,From My Heart,Tony Perkins With Urbie Green And His Orchestra,"New York, February 24, 1958",1958,February,61843,Leonard Posner,NaN,55,
R110005,From My Heart,Tony Perkins With Urbie Green And His Orchestra,"New York, February 24, 1958",1958,February,67619,Alvin Rudnitsky,NaN,7,
R110005,From My Heart,Tony Perkins With Urbie Green And His Orchestra,"New York, February 24, 1958",1958,February,83976,Charles Jaffe,NaN,4,
R110007,,,"New York, March 20, 1958",1958,March,10754,Al Caiola,NaN,125,
R110007,,,"New York, March 20, 1958",1958,March,1673,Osie Johnson,NaN,673,
R110007,,,"New York, March 20, 1958",1958,March,2482,Ernie Royal,NaN,689,tp
R110007,,,"New York, March 20, 1958",1958,March,2497,Barry Galbraith,NaN,600,g
R110007,,,"New York, March 20, 1958",1958,March,2534,Jimmy Maxwell,NaN,322,
R110007,,,"New York, March 20, 1958",1958,March,3436,Chauncey Welsch,NaN,234,
R110007,,,"New York, March 20, 1958",1958,March,4597,Don Lamond,NaN,552,
R110007,,,"New York, March 20, 1958",1958,March,7096,Jack Satterfield,NaN,63,tb
R110008,,,"New York, March 27, 1958",1958,March,14940,Maynard Ferguson,NaN,344,
R110008,,,"New York, March 27, 1958",1958,March,2482,Ernie Royal,NaN,689,
R110110,Swinging Here And There,,"New York, July 31 & August 1-3, 1956",1956,July,174111,John Burks,1956,3,bar
R110110,Swinging Here And There,,"New York, July 31 & August 1-3, 1956",1956,July,19587,Eddie Barefield,NaN,151,cl
R110110,Swinging Here And There,,"New York, July 31 & August 1-3, 1956",1956,July,20416,Lammar Wright,NaN,185,tp-1
R110110,Swinging Here And There,,"New York, July 31 & August 1-3, 1956",1956,July,24253,Charlie Smith,NaN,67,d
R110110,Swinging Here And There,,"New York, July 31 & August 1-3, 1956",1956,July,2482,Ernie Royal,NaN,689,
R110110,Swinging Here And There,,"New York, July 31 & August 1-3, 1956",1956,July,2538,Budd Johnson,NaN,388,
R110110,Swinging Here And There,,"New York, July 31 & August 1-3, 1956",1956,July,42484,Herbie Jones,NaN,107,tp
R110110,Swinging Here And There,,"New York, July 31 & August 1-3, 1956",1956,July,42484,Herbie Jones,NaN,107,tp-3
R110110,Swinging Here And There,,"New York, July 31 & August 1-3, 1956",1956,July,4514,Taft Jordan,NaN,379,tp
R110110,Swinging Here And There,,"New York, July 31 & August 1-3, 1956",1956,July,6402,Arvell Shaw,NaN,205,b
R110110,Swinging Here And There,,"New York, July 31 & August 1-3, 1956",1956,July,6803,Hilton Jefferson,NaN,205,as
R110110,Swinging Here And There,,"New York, July 31 & August 1-3, 1956",1956,July,6873,Tyree Glenn,NaN,309,tb-2
R110110,Swinging Here And There,,"New York, July 31 & August 1-3, 1956",1956,July,772,Seldon Powell,NaN,352,ts
R110110,Swinging Here And There,,"New York, July 31 & August 1-3, 1956",1956,July,9012,Henderson Chambers,NaN,144,tb
R110110,Swinging Here And There,,"New York, July 31 & August 1-3, 1956",1956,July,9572,Andre Persiany,NaN,135,p
R110110,Swinging Here And There,,"New York, July 31 & August 1-3, 1956",1956,July,9598,Dick Vance,NaN,128,
R110110,Swinging Here And There,,"New York, July 31 & August 1-3, 1956",1956,July,9759,Lawrence Brown,NaN,762,
R110122,Charles Persip And The Jazz Statesmen,,"New York, April 2, 1960",1960,April,2516,Charlie Persip,NaN,235,d
R110122,Charles Persip And The Jazz Statesmen,,"New York, April 2, 1960",1960,April,2963,Ronnie Mathews,NaN,116,p
R110122,Charles Persip And The Jazz Statesmen,,"New York, April 2, 1960",1960,April,4362,Freddie Hubbard,NaN,337,tp-1
R110122,Charles Persip And The Jazz Statesmen,,"New York, April 2, 1960",1960,April,5706,Marcus Belgrave,NaN,117,tp-2
R110122,Charles Persip And The Jazz Statesmen,,"New York, April 2, 1960",1960,April,5707,Roland Alexander,NaN,19,ts
R110122,Charles Persip And The Jazz Statesmen,,"New York, April 2, 1960",1960,April,9,Ron Carter,NaN,1138,b
R110506,Bursting Out,Oscar Peterson Trio With The All Star Big Band,"New York, June 14, 1962",1962,June,120009,Pat Brotherly,1962,3,cnt
R110506,Bursting Out,Oscar Peterson Trio With The All Star Big Band,"New York, June 14, 1962",1962,June,120010,Jud Brotherly,1962,3,as
R110506,Bursting Out,Oscar Peterson Trio With The All Star Big Band,"New York, June 14, 1962",1962,June,12857,Oscar Peterson,NaN,435,p
R110506,Bursting Out,Oscar Peterson Trio With The All Star Big Band,"New York, June 14, 1962",1962,June,1850,Ed Thigpen,NaN,355,d
R110506,Bursting Out,Oscar Peterson Trio With The All Star Big Band,"New York, June 14, 1962",1962,June,2472,Nat Adderley,NaN,288,cnt
R110506,Bursting Out,Oscar Peterson Trio With The All Star Big Band,"New York, June 14, 1962",1962,June,2473,Cannonball Adderley,NaN,214,as
R110506,Bursting Out,Oscar Peterson Trio With The All Star Big Band,"New York, June 14, 1962",1962,June,2475,Jimmy Cleveland,NaN,513,
R110506,Bursting Out,Oscar Peterson Trio With The All Star Big Band,"New York, June 14, 1962",1962,June,2482,Ernie Royal,NaN,689,
R110506,Bursting Out,Oscar Peterson Trio With The All Star Big Band,"New York, June 14, 1962",1962,June,2488,Ernie Wilkins,NaN,348,"arr,cond"
R110506,Bursting Out,Oscar Peterson Trio With The All Star Big Band,"New York, June 14, 1962",1962,June,2508,Ray Brown,NaN,887,b
R110506,Bursting Out,Oscar Peterson Trio With The All Star Big Band,"New York, June 14, 1962",1962,June,2510,Paul Faulise,NaN,175,
R110506,Bursting Out,Oscar Peterson Trio With The All Star Big Band,"New York, June 14, 1962",1962,June,2513,Don Butterfield,NaN,143,tu
R110506,Bursting Out,Oscar Peterson Trio With The All Star Big Band,"New York, June 14, 1962",1962,June,2514,George Dorsey,NaN,120,bar
R110506,Bursting Out,Oscar Peterson Trio With The All Star Big Band,"New York, June 14, 1962",1962,June,2519,Melba Liston,NaN,134,
R110506,Bursting Out,Oscar Peterson Trio With The All Star Big Band,"New York, June 14, 1962",1962,June,2523,Snooky Young,NaN,515,
R110506,Bursting Out,Oscar Peterson Trio With The All Star Big Band,"New York, June 14, 1962",1962,June,2535,Jimmy Nottingham,NaN,235,tp
R110506,Bursting Out,Oscar Peterson Trio With The All Star Big Band,"New York, June 14, 1962",1962,June,2616,Slide Hampton,NaN,219,
R110506,Bursting Out,Oscar Peterson Trio With The All Star Big Band,"New York, June 14, 1962",1962,June,38,Clark Terry,NaN,918,"tp,flhrn"
R110506,Bursting Out,Oscar Peterson Trio With The All Star Big Band,"New York, June 14, 1962",1962,June,4306,Britt Woodman,NaN,398,tb
R110506,Bursting Out,Oscar Peterson Trio With The All Star Big Band,"New York, June 14, 1962",1962,June,4595,Jimmy Buffington,NaN,243,fhr
R110506,Bursting Out,Oscar Peterson Trio With The All Star Big Band,"New York, June 14, 1962",1962,June,4656,Julius Watkins,NaN,194,
R110506,Bursting Out,Oscar Peterson Trio With The All Star Big Band,"New York, June 14, 1962",1962,June,4664,Ray Alonge,NaN,137,
R110506,Bursting Out,Oscar Peterson Trio With The All Star Big Band,"New York, June 14, 1962",1962,June,5143,Norris Turney,NaN,126,as
R110506,Bursting Out,Oscar Peterson Trio With The All Star Big Band,"New York, June 14, 1962",1962,June,53518,Willie Ruff,NaN,90,
R110506,Bursting Out,Oscar Peterson Trio With The All Star Big Band,"New York, June 14, 1962",1962,June,6403,Roy Eldridge,NaN,413,
R110506,Bursting Out,Oscar Peterson Trio With The All Star Big Band,"New York, June 14, 1962",1962,June,72460,Morris Secon,NaN,11,
R110506,Bursting Out,Oscar Peterson Trio With The All Star Big Band,"New York, June 14, 1962",1962,June,759,Jerome Richardson,NaN,640,"pic,fl,ts"
R110506,Bursting Out,Oscar Peterson Trio With The All Star Big Band,"New York, June 14, 1962",1962,June,772,Seldon Powell,NaN,352,
R110506,Bursting Out,Oscar Peterson Trio With The All Star Big Band,"New York, June 14, 1962",1962,June,9070,James Moody,NaN,271,"ts,fl"
R110871,Oscar Pettiford,,"New York, August 12, 1955",1955,August,1060,Don Abney,NaN,74,p
R110871,Oscar Pettiford,,"New York, August 12, 1955",1955,August,1673,Osie Johnson,NaN,673,d
R110871,Oscar Pettiford,,"New York, August 12, 1955",1955,August,2353,Donald Byrd,NaN,221,
R110871,Oscar Pettiford,,"New York, August 12, 1955",1955,August,2482,Ernie Royal,NaN,689,tp
R110871,Oscar Pettiford,,"New York, August 12, 1955",1955,August,2520,Bob Brookmeyer,NaN,369,v-tb
R110871,Oscar Pettiford,,"New York, August 12, 1955",1955,August,28723,Gigi Gryce,NaN,101,as
R110871,Oscar Pettiford,,"New York, August 12, 1955",1955,August,4268,Oscar Pettiford,NaN,400,"b,cello"
R110871,Oscar Pettiford,,"New York, August 12, 1955",1955,August,759,Jerome Richardson,NaN,640,"fl,ts"
R110872,"Oscar Pettiford Orchestra In Hifi, Vol. 1",,"New York, June 11, 1956",1956,June,1673,Osie Johnson,NaN,673,d
R110872,"Oscar Pettiford Orchestra In Hifi, Vol. 1",,"New York, June 11, 1956",1956,June,2475,Jimmy Cleveland,NaN,513,tb
R110872,"Oscar Pettiford Orchestra In Hifi, Vol. 1",,"New York, June 11, 1956",1956,June,2482,Ernie Royal,NaN,689,
R110872,"Oscar Pettiford Orchestra In Hifi, Vol. 1",,"New York, June 11, 1956",1956,June,2484,Danny Bank,NaN,418,bar
R110872,"Oscar Pettiford Orchestra In Hifi, Vol. 1",,"New York, June 11, 1956",1956,June,25,Tommy Flanagan,NaN,399,p
R110872,"Oscar Pettiford Orchestra In Hifi, Vol. 1",,"New York, June 11, 1956",1956,June,28723,Gigi Gryce,NaN,101,"as,arr"
R110872,"Oscar Pettiford Orchestra In Hifi, Vol. 1",,"New York, June 11, 1956",1956,June,319,Art Farmer,NaN,381,tp
R110872,"Oscar Pettiford Orchestra In Hifi, Vol. 1",,"New York, June 11, 1956",1956,June,4268,Oscar Pettiford,NaN,400,b
R110872,"Oscar Pettiford Orchestra In Hifi, Vol. 1",,"New York, June 11, 1956",1956,June,4656,Julius Watkins,NaN,194,
R110872,"Oscar Pettiford Orchestra In Hifi, Vol. 1",,"New York, June 11, 1956",1956,June,6572,Lucky Thompson,NaN,254,"ts,arr"
R110872,"Oscar Pettiford Orchestra In Hifi, Vol. 1",,"New York, June 11, 1956",1956,June,759,Jerome Richardson,NaN,640,"ts,fl"
R110872,"Oscar Pettiford Orchestra In Hifi, Vol. 1",,"New York, June 11, 1956",1956,June,9134,David Amram,NaN,51,fhr
R111558,,,"New York, August 1955",1955,August,1673,Osie Johnson,NaN,673,d
R111558,,,"New York, August 1955",1955,August,19886,John Beal,NaN,80,b
R111558,,,"New York, August 1955",1955,August,20449,Charlie Walp,NaN,50,tp
R111558,,,"New York, August 1955",1955,August,3418,Nat Pierce,NaN,358,p
R111558,,,"New York, August 1955",1955,August,4586,Freddie Green,NaN,713,g
R111558,,,"New York, August 1955",1955,August,4600,Richie Kamuca,NaN,230,ts
R111558,,,"New York, August 1955",1955,August,4639,Frank Rehak,NaN,292,tb
R111558,,,"New York, August 1955",1955,August,4976,Don Fagerquist,NaN,363,
